latitude,longitude,calculated_host_listings_count,room_type_factor,price
40.74692,-73.97548,1.0,0.0,70
40.7138,-73.96251,1.0,0.0,82
40.66147,-73.9415,7.0,0.0,55
40.74706,-73.90434,1.0,0.0,50
40.75666,-73.91449,2.0,1.0,130
40.68725,-73.91623,3.0,1.0,163
40.70107,-73.98391,1.0,1.0,178
40.76428,-73.98988,1.0,1.0,125
40.78051,-73.94809,1.0,1.0,160
40.76792,-73.96724,12.0,1.0,154
40.72982,-73.98532,2.0,1.0,175
40.72249,-73.75486,1.0,1.0,200
40.73629,-73.95208,1.0,1.0,75
40.67612,-73.90813,5.0,0.0,48
40.76737,-73.91244,1.0,0.0,70
40.64465,-73.97871,1.0,0.0,45
40.72191,-73.9813,1.0,1.0,150
40.73065,-73.98523,1.0,1.0,88
40.68007,-73.92963,1.0,1.0,150
40.64196,-73.97088,2.0,2.0,65
40.73391,-73.95679,1.0,1.0,143
40.70851,-74.0137,1.0,0.0,80
40.71826,-73.99199,1.0,1.0,159
40.66585,-73.94993,1.0,0.0,62
40.78568,-73.94868,1.0,0.0,85
40.71426,-73.98873,10.0,0.0,85
40.75364,-73.8108,4.0,0.0,50
40.57701,-73.96616,1.0,2.0,50
40.6638,-73.97935,1.0,1.0,180
40.68502,-74.0051,1.0,1.0,100
40.69174,-73.90811,1.0,0.0,40
40.7325,-74.00453,2.0,0.0,145
40.76625,-73.91448,1.0,0.0,57
40.70161,-73.91922,17.0,0.0,50
40.69294,-73.92287,1.0,1.0,260
40.70768,-74.00603,327.0,1.0,197
40.81049,-73.95311,1.0,0.0,80
40.84289,-73.93925,1.0,0.0,60
40.6941,-73.90756,3.0,1.0,99
40.66888,-73.89372,13.0,0.0,35
40.63567,-73.91296,1.0,1.0,120
40.72792,-73.99877,1.0,1.0,110
40.68056,-73.94685,1.0,1.0,130
40.82784,-73.94559,3.0,0.0,55
40.714,-73.77787,1.0,0.0,72
40.85679,-73.932,1.0,0.0,60
40.70046,-73.98389,1.0,1.0,240
40.67324,-73.92502,3.0,1.0,147
40.73386,-73.95873,1.0,1.0,200
40.79884,-73.95983,32.0,0.0,60
40.73746,-74.00686,1.0,1.0,113
40.68084,-73.92804,3.0,1.0,170
40.71161,-74.00665,2.0,0.0,57
40.67394,-73.95951,1.0,1.0,150
40.71868,-73.95917,1.0,0.0,80
40.82504,-73.90918,4.0,2.0,80
40.69305,-73.90398,1.0,1.0,125
40.67872,-73.98286,8.0,0.0,119
40.6451,-73.97798,1.0,1.0,210
40.80652,-73.94899,1.0,1.0,188
40.61006,-73.99902,1.0,0.0,37
40.67678,-73.96692,1.0,1.0,189
40.72176,-73.94393,2.0,1.0,165
40.86184,-73.92757,2.0,0.0,65
40.76966,-73.95319,1.0,1.0,150
40.71109,-73.99616,2.0,1.0,145
40.72803,-73.95557,2.0,1.0,180
40.68613,-73.9295,6.0,0.0,100
40.70239,-73.90381,1.0,1.0,87
40.82888,-73.9045,1.0,0.0,70
40.66482,-73.95345,1.0,1.0,125
40.73374,-74.00121,1.0,0.0,135
40.75679,-73.98726,7.0,0.0,100
40.63562,-74.0235,1.0,1.0,130
40.68561,-73.95431,1.0,1.0,150
40.65005,-73.94776,1.0,1.0,119
40.82235,-73.94846,2.0,1.0,250
40.68784,-73.95235,2.0,0.0,75
40.68464,-73.84245,2.0,1.0,130
40.6573,-73.96134,1.0,1.0,94
40.7972,-73.96922,1.0,0.0,65
40.75285,-73.93428,8.0,0.0,139
40.71964,-73.96421,2.0,1.0,199
40.67606,-73.98251,1.0,1.0,150
40.7052,-73.92101,2.0,0.0,65
40.6988,-73.91239,1.0,0.0,55
40.74045,-73.87776,37.0,0.0,30
40.70732,-73.94385,1.0,1.0,90
40.70089,-73.9273,1.0,0.0,250
40.76127,-73.95034,1.0,0.0,90
40.72652,-73.98966,1.0,1.0,250
40.67033,-73.95949,1.0,1.0,140
40.82855,-73.91856,2.0,0.0,47
40.69312,-73.9236,1.0,0.0,50
40.68964,-73.9508,2.0,0.0,45
40.6979,-73.94126,1.0,1.0,150
40.67729,-73.87996,1.0,1.0,70
40.85873,-73.92937,1.0,0.0,32
40.79733,-73.93955,1.0,1.0,110
40.72486,-73.98121,1.0,2.0,70
40.70384,-73.91145,1.0,0.0,40
40.85197,-73.92853,1.0,1.0,74
40.84353,-73.94072,1.0,0.0,50
40.74817,-73.98211,1.0,1.0,325
40.70643,-74.00519,327.0,1.0,100
40.74481,-73.99264,87.0,1.0,225
40.80577,-73.94708,2.0,0.0,120
40.80413,-73.96556,1.0,0.0,49
40.71251,-73.81674,3.0,0.0,70
40.81027,-73.9408,2.0,2.0,39
40.75913,-73.98991,1.0,0.0,195
40.79333,-73.94274,1.0,0.0,50
40.68589,-73.91486,1.0,0.0,60
40.7636,-73.96201,1.0,1.0,150
40.74699,-73.97659,2.0,1.0,200
40.67963,-73.90816,3.0,0.0,55
40.67774,-73.95742,1.0,1.0,105
40.71462,-73.94641,2.0,1.0,150
40.70267,-73.88663,1.0,0.0,83
40.6756,-73.78244,4.0,1.0,150
40.68714,-73.93443,1.0,1.0,155
40.71371,-73.95433,1.0,0.0,85
40.73369,-73.95197,2.0,1.0,172
40.72433,-73.97688,2.0,0.0,120
40.75312,-73.86479,5.0,0.0,39
40.74242,-73.92597,1.0,0.0,40
40.69321,-73.94207,1.0,0.0,80
40.74966,-73.75328,1.0,0.0,80
40.80127,-73.96166,4.0,0.0,72
40.70544,-73.92192,2.0,0.0,49
40.77848,-73.98334,4.0,0.0,109
40.73272,-74.00797,1.0,1.0,155
40.69754,-73.9348,1.0,0.0,74
40.78327,-73.97343,2.0,1.0,179
40.66831,-73.98604,3.0,0.0,99
40.7733,-73.90569,1.0,1.0,225
40.71441,-73.95229,1.0,1.0,160
40.72378,-73.98385,1.0,1.0,130
40.69151,-73.96059,1.0,1.0,120
40.68713,-73.97222,1.0,0.0,55
40.60633,-73.95704,3.0,0.0,92
40.65267,-73.9485,1.0,1.0,115
40.68161,-73.90618,5.0,0.0,53
40.73961,-73.98074,1.0,1.0,200
40.72808,-73.98763,1.0,1.0,200
40.74761,-73.8138,1.0,0.0,100
40.67731,-73.94616,1.0,1.0,150
40.73912,-73.92075,3.0,0.0,55
40.74567,-73.97578,1.0,2.0,150
40.61225,-73.9815,2.0,0.0,39
40.74682,-73.97983,2.0,1.0,307
40.67889,-73.94326,1.0,0.0,40
40.76126,-73.81549,5.0,0.0,48
40.81102,-73.92778,1.0,1.0,81
40.77488,-73.94934,1.0,1.0,210
40.72009,-73.98631,1.0,0.0,50
40.69037,-73.98206,87.0,1.0,202
40.74037,-73.8861,3.0,0.0,75
40.75518,-73.99568,47.0,0.0,99
40.69444,-73.93746,1.0,0.0,47
40.70604,-73.94457,2.0,1.0,151
40.6469,-73.90022,4.0,0.0,54
40.62934,-73.96343,1.0,1.0,100
40.70917,-73.93513,2.0,0.0,50
40.77664,-73.95749,1.0,0.0,200
40.69127,-73.93983,1.0,0.0,40
40.8298,-73.87715,4.0,0.0,40
40.74079,-73.90057,1.0,0.0,42
40.81728,-73.94583,1.0,1.0,95
40.80381,-73.95055,1.0,1.0,125
40.73894,-73.98049,1.0,1.0,150
40.73578,-73.88049,103.0,0.0,51
40.71759,-73.96641,1.0,1.0,150
40.76364,-73.9588,1.0,1.0,120
40.76352,-73.91353,1.0,0.0,50
40.69403,-73.94487,2.0,0.0,48
40.71355,-73.95003,6.0,0.0,69
40.78079,-73.98826,1.0,0.0,160
40.69271,-73.93943,6.0,0.0,123
40.80745,-73.94279,1.0,1.0,133
40.67825,-73.92335,1.0,1.0,150
40.66537,-73.88569,1.0,1.0,87
40.77234,-73.96045,1.0,1.0,200
40.76074,-73.80969,4.0,0.0,80
40.69856,-73.93087,1.0,0.0,90
40.86757,-73.92699,1.0,1.0,89
40.81153,-73.94528,1.0,0.0,120
40.70818,-74.00631,327.0,1.0,135
40.67263,-73.96437,1.0,0.0,99
40.66275,-73.96122,2.0,0.0,65
40.72458,-73.98822,1.0,1.0,206
40.81847,-73.93957,1.0,0.0,50
40.7093,-73.96484,3.0,0.0,123
40.6785,-73.97542,1.0,1.0,125
40.72869,-73.97653,1.0,1.0,120
40.73922,-73.98886,1.0,1.0,115
40.77739,-73.98231,1.0,1.0,88
40.79863,-73.96103,32.0,0.0,60
40.67927,-73.9113,1.0,0.0,60
40.66197,-73.86794,4.0,0.0,30
40.71848,-73.95834,1.0,1.0,135
40.79875,-73.93643,1.0,0.0,125
40.74651,-73.92283,2.0,1.0,54
40.71867,-73.95162,1.0,0.0,75
40.78226,-73.95332,1.0,1.0,120
40.7394,-73.99838,1.0,1.0,210
40.69035,-73.99633,1.0,1.0,119
40.72391,-73.99879,2.0,0.0,194
40.71962,-73.99682,1.0,1.0,150
40.72599,-73.94434,1.0,0.0,50
40.69327,-73.92456,1.0,0.0,60
40.68174,-73.91365,3.0,1.0,125
40.69531,-73.92248,2.0,1.0,148
40.64188,-73.95317,6.0,0.0,65
40.68706,-73.93077,7.0,0.0,67
40.7291,-73.97941,2.0,0.0,80
40.77612,-73.90456,1.0,0.0,96
40.7066,-74.00872,232.0,1.0,229
40.73627,-73.81305,2.0,0.0,49
40.82647,-73.94747,2.0,0.0,73
40.76381,-73.97314,1.0,0.0,175
40.69324,-73.9094,1.0,0.0,37
40.7752,-73.95572,1.0,1.0,189
40.77255,-73.99057,1.0,2.0,220
40.71807,-73.99843,1.0,1.0,125
40.76123,-73.92177,1.0,0.0,65
40.71094,-73.95026,1.0,1.0,104
40.69698,-73.90774,2.0,0.0,65
40.76138,-73.99825,1.0,1.0,104
40.78301,-73.95085,1.0,1.0,165
40.82414,-73.93912,2.0,0.0,60
40.69306,-73.96813,1.0,0.0,100
40.72147,-73.99181,9.0,1.0,170
40.74118,-74.00012,2.0,0.0,110
40.77357,-73.95149,2.0,1.0,69
40.84594,-73.94039,1.0,0.0,65
40.74436,-73.97292,1.0,1.0,200
40.80187,-73.94705,1.0,1.0,165
40.71749,-73.96525,1.0,1.0,249
40.75242,-73.97187,121.0,1.0,139
40.75169,-73.97302,1.0,0.0,250
40.73744,-73.98413,1.0,1.0,305
40.76222,-73.92662,1.0,1.0,150
40.80121,-73.96277,1.0,1.0,115
40.67051,-73.95851,1.0,1.0,180
40.7232,-73.98561,1.0,1.0,139
40.70497,-74.00746,232.0,1.0,267
40.85573,-73.93987,1.0,1.0,140
40.76092,-73.95154,2.0,0.0,80
40.75956,-73.98512,121.0,1.0,239
40.70192,-73.91556,2.0,1.0,100
40.57504,-73.95551,2.0,1.0,105
40.79958,-73.96403,1.0,0.0,50
40.6714,-73.87701,1.0,1.0,55
40.68725,-73.94625,2.0,0.0,48
40.80448,-73.95567,1.0,1.0,139
40.69597,-73.74307,1.0,0.0,100
40.65193,-73.97301,2.0,0.0,60
40.74045,-73.99824,1.0,1.0,249
40.68656,-73.98842,1.0,1.0,182
40.71329,-73.96586,1.0,1.0,250
40.8312,-73.9399,1.0,0.0,99
40.86541,-73.92935,2.0,0.0,52
40.80131,-73.9579,1.0,0.0,45
40.72178,-73.99509,1.0,1.0,170
40.81604,-73.94017,4.0,0.0,110
40.80288,-73.96484,1.0,0.0,125
40.56568,-73.87009,2.0,0.0,195
40.69886,-73.92957,1.0,0.0,80
40.75097,-73.99562,1.0,1.0,175
40.64486,-74.00255,3.0,0.0,60
40.68697,-73.95141,1.0,0.0,95
40.81015,-73.94728,1.0,0.0,80
40.71117,-73.98727,4.0,2.0,32
40.49979,-74.24084,1.0,0.0,110
40.79424,-73.96588,10.0,1.0,200
40.76947,-73.94303,2.0,0.0,80
40.69399,-73.92472,1.0,0.0,88
40.73958,-74.00171,1.0,0.0,65
40.68073,-73.78354,2.0,0.0,45
40.70859,-73.93572,2.0,0.0,58
40.77845,-73.97985,1.0,1.0,175
40.72899,-73.79578,1.0,1.0,119
40.76402,-73.98909,1.0,1.0,110
40.76399,-73.98639,1.0,1.0,199
40.72364,-73.99923,4.0,2.0,100
40.74946,-73.89505,2.0,1.0,65
40.59087,-73.97275,6.0,2.0,25
40.78448,-73.97289,5.0,1.0,109
40.76885,-73.98254,1.0,1.0,180
40.80324,-73.96816,4.0,0.0,65
40.73677,-73.95418,1.0,1.0,109
40.70226,-73.92895,1.0,0.0,55
40.67947,-73.96466,1.0,0.0,105
40.68744,-73.93088,27.0,0.0,42
40.68237,-73.84874,4.0,0.0,45
40.76276,-73.98942,1.0,0.0,140
40.66571,-73.95191,1.0,1.0,125
40.85929,-73.84229,1.0,1.0,60
40.74914,-73.99471,20.0,0.0,199
40.74977,-73.93979,1.0,0.0,100
40.72131,-73.99487,1.0,1.0,119
40.68285,-73.85248,1.0,1.0,70
40.69114,-73.91158,2.0,0.0,70
40.86739,-73.92,1.0,1.0,78
40.72342,-73.98871,1.0,1.0,250
40.71865,-73.94951,6.0,0.0,125
40.71867,-73.98959,5.0,0.0,78
40.65703,-73.95964,1.0,1.0,110
40.68151,-73.99285,1.0,1.0,150
40.65577,-73.95903,1.0,1.0,130
40.72523,-73.95218,1.0,0.0,65
40.68899,-73.85001,3.0,2.0,35
40.76615,-73.98882,1.0,1.0,239
40.71574,-73.99107,1.0,0.0,100
40.75184,-73.88722,1.0,0.0,60
40.71908,-73.98633,1.0,1.0,174
40.76185,-73.9816,4.0,1.0,171
40.68018,-73.98052,1.0,0.0,49
40.69846,-73.91202,1.0,0.0,35
40.64902,-74.00897,2.0,0.0,68
40.74156,-73.91866,1.0,1.0,110
40.66151,-73.96194,1.0,1.0,69
40.74833,-73.93682,1.0,1.0,80
40.86688,-73.92402,1.0,0.0,40
40.77266,-73.95257,1.0,1.0,220
40.67379,-73.78187,2.0,1.0,150
40.69769,-73.98386,1.0,1.0,250
40.72369,-73.9753,1.0,1.0,103
40.71227,-73.93683,1.0,0.0,54
40.65343,-73.94914,2.0,0.0,35
40.7138,-73.94581,2.0,1.0,74
40.73165,-73.98715,1.0,1.0,290
40.69761,-73.92495,1.0,1.0,120
40.76791,-73.98735,1.0,0.0,95
40.86437,-73.86047,1.0,0.0,80
40.7191,-73.94494,1.0,1.0,190
40.75347,-73.99883,1.0,1.0,210
40.71863,-73.94528,1.0,1.0,333
40.75869,-73.91899,1.0,0.0,49
40.71947,-73.99723,1.0,0.0,120
40.73518,-73.98047,3.0,1.0,250
40.69016,-73.99311,1.0,1.0,149
40.6853,-73.76814,3.0,0.0,55
40.80783,-73.95419,5.0,0.0,164
40.6911,-73.92125,2.0,1.0,79
40.7449,-73.99167,121.0,1.0,109
40.71045,-73.9677,1.0,1.0,150
40.72077,-73.98551,1.0,1.0,160
40.75545,-73.99547,1.0,0.0,119
40.7252,-73.98261,1.0,1.0,129
40.67427,-73.95042,2.0,1.0,300
40.82015,-73.95747,1.0,1.0,100
40.72552,-73.94195,52.0,1.0,199
40.70965,-73.94411,1.0,0.0,115
40.85267,-73.93664,1.0,1.0,64
40.67564,-73.95449,1.0,0.0,45
40.72615,-73.98905,1.0,0.0,140
40.66063,-73.98894,1.0,1.0,60
40.65704,-73.95757,1.0,1.0,250
40.65628,-73.96014,2.0,0.0,70
40.72112,-73.98493,2.0,0.0,80
40.80075,-73.95676,4.0,0.0,95
40.66379,-73.88177,3.0,0.0,50
40.61672,-74.0855,7.0,2.0,75
40.79686,-73.9459,2.0,1.0,199
40.72493,-73.99061,1.0,1.0,308
40.82406,-73.8934,1.0,1.0,155
40.66851,-73.95936,1.0,0.0,70
40.66983,-73.87745,3.0,0.0,65
40.68895,-73.96902,1.0,0.0,65
40.71255,-73.93922,1.0,1.0,100
40.68787,-74.00037,1.0,1.0,150
40.75424,-73.96416,14.0,1.0,300
40.74329,-73.8787,1.0,0.0,60
40.72531,-73.94222,52.0,1.0,149
40.68969,-73.97797,21.0,1.0,193
40.70904,-73.95198,1.0,0.0,200
40.73853,-73.97982,1.0,1.0,179
40.64692,-73.96696,1.0,1.0,105
40.75125,-73.87644,1.0,0.0,51
40.64532,-74.02063,5.0,0.0,32
40.71326,-73.94947,3.0,0.0,99
40.77164,-73.92028,1.0,1.0,98
40.71571,-73.95813,3.0,0.0,90
40.69253,-73.99249,1.0,0.0,150
40.85536,-73.90242,1.0,2.0,55
40.71682,-73.99574,2.0,1.0,160
40.76528,-73.98175,121.0,1.0,239
40.69906,-73.89871,1.0,0.0,70
40.72977,-73.98713,1.0,1.0,175
40.67265,-73.9485,1.0,0.0,65
40.76125,-73.98945,2.0,1.0,134
40.80025,-73.95268,1.0,0.0,85
40.76314,-73.94864,1.0,1.0,100
40.73058,-73.86963,4.0,0.0,40
40.81619,-73.93798,1.0,1.0,77
40.71948,-74.00517,1.0,0.0,260
40.75087,-73.9953,1.0,1.0,250
40.86886,-73.92407,1.0,1.0,100
40.7446,-73.98399,1.0,1.0,175
40.72414,-73.93967,1.0,0.0,25
40.74511,-73.99468,2.0,0.0,138
40.71842,-74.01523,1.0,1.0,200
40.71894,-73.96403,1.0,1.0,199
40.75896,-73.99153,1.0,1.0,300
40.69499,-73.9469,1.0,0.0,39
40.69221,-73.95866,1.0,1.0,110
40.62551,-73.93545,1.0,0.0,60
40.83137,-73.94117,1.0,0.0,119
40.76475,-73.83,4.0,0.0,79
40.77012,-73.95777,1.0,1.0,200
40.61642,-74.02397,1.0,1.0,89
40.71892,-73.99241,3.0,0.0,150
40.69675,-73.96188,1.0,0.0,60
40.66604,-73.95914,1.0,1.0,165
40.723,-73.97861,1.0,1.0,145
40.66952,-73.74624,5.0,0.0,40
40.69464,-73.93369,2.0,0.0,65
40.69097,-73.93612,1.0,1.0,77
40.74956,-73.97668,50.0,1.0,175
40.79387,-73.97136,1.0,1.0,300
40.77601,-73.95441,1.0,1.0,178
40.81175,-73.94478,1.0,1.0,150
40.76358,-73.95895,1.0,1.0,90
40.63189,-74.02322,1.0,1.0,135
40.74948,-73.97685,50.0,1.0,150
40.77244,-73.98043,1.0,1.0,190
40.80839,-73.95269,2.0,0.0,85
40.7608,-73.9947,1.0,0.0,95
40.68702,-73.97506,1.0,1.0,169
40.83173,-73.92824,1.0,0.0,75
40.65978,-73.99406,1.0,0.0,50
40.73496,-74.00005,1.0,1.0,200
40.78316,-73.97269,1.0,1.0,120
40.67124,-73.93401,1.0,0.0,40
40.70732,-73.95466,2.0,0.0,60
40.57867,-73.95227,2.0,1.0,99
40.75608,-73.98915,13.0,0.0,100
40.7583,-73.99001,1.0,0.0,225
40.74206,-73.86628,8.0,2.0,28
40.70852,-74.00525,96.0,1.0,125
40.80999,-73.9415,1.0,0.0,80
40.89198,-73.84779,1.0,1.0,309
40.74497,-74.00571,1.0,1.0,225
40.79073,-73.94669,1.0,1.0,115
40.7359,-73.95909,1.0,1.0,250
40.68277,-73.92012,1.0,1.0,100
40.65915,-73.9601,1.0,1.0,225
40.68957,-73.94445,1.0,1.0,115
40.67877,-73.91227,17.0,2.0,35
40.75401,-73.91757,1.0,1.0,82
40.6867,-73.9621,1.0,1.0,250
40.57453,-74.00828,1.0,1.0,125
40.82049,-73.94505,4.0,0.0,75
40.65497,-73.97459,1.0,1.0,120
40.73667,-73.98592,1.0,1.0,199
40.6971,-73.92046,1.0,1.0,120
40.71911,-73.98414,2.0,1.0,250
40.73049,-73.96115,3.0,1.0,185
40.59118,-73.97119,6.0,2.0,25
40.69413,-73.94481,2.0,0.0,49
40.72163,-73.98715,2.0,0.0,100
40.678,-73.97118,13.0,0.0,60
40.6748,-74.00006,1.0,1.0,200
40.69471,-73.94184,1.0,1.0,180
40.74501,-73.99725,1.0,1.0,109
40.72105,-73.9814,1.0,0.0,100
40.72478,-73.97771,1.0,1.0,230
40.75982,-73.96521,1.0,1.0,125
40.77578,-73.97794,1.0,0.0,140
40.7618,-73.92728,2.0,2.0,55
40.67958,-73.92509,1.0,0.0,62
40.80441,-73.96352,4.0,0.0,85
40.66005,-73.99204,1.0,1.0,150
40.80686,-73.93822,10.0,0.0,50
40.73891,-73.98295,1.0,0.0,139
40.72444,-73.98136,1.0,0.0,80
40.66289,-73.96165,6.0,0.0,70
40.84747,-73.94279,1.0,1.0,125
40.63068,-74.15521,1.0,0.0,40
40.84077,-73.93924,34.0,1.0,85
40.67638,-73.91106,1.0,0.0,75
40.74466,-73.99504,1.0,1.0,170
40.8243,-73.94258,1.0,1.0,150
40.88688,-73.85848,3.0,0.0,37
40.75284,-73.97088,1.0,1.0,145
40.68535,-73.94959,1.0,1.0,138
40.71044,-73.953,1.0,1.0,110
40.6283,-74.08645,1.0,0.0,60
40.77176,-73.94943,1.0,1.0,115
40.73709,-73.98027,1.0,1.0,250
40.69164,-73.90577,1.0,0.0,70
40.7684,-73.91762,1.0,0.0,60
40.69789,-73.98259,1.0,0.0,50
40.82079,-73.95115,1.0,1.0,145
40.7249,-73.98174,2.0,1.0,240
40.61231,-73.95448,1.0,0.0,44
40.79042,-73.94641,1.0,0.0,75
40.72166,-73.98893,1.0,1.0,278
40.72103,-73.9804,1.0,1.0,295
40.6894,-73.9518,1.0,0.0,40
40.68875,-73.78786,2.0,1.0,57
40.71416,-73.95357,1.0,1.0,139
40.7433,-73.9807,1.0,1.0,120
40.70955,-73.95085,1.0,1.0,90
40.75389,-73.83192,1.0,0.0,75
40.68834,-73.90714,1.0,0.0,45
40.74258,-73.89315,15.0,0.0,40
40.67689,-73.93967,2.0,1.0,199
40.76697,-73.99134,1.0,0.0,130
40.84664,-73.93977,1.0,1.0,145
40.69365,-73.9109,1.0,0.0,60
40.76368,-73.98225,8.0,0.0,100
40.82415,-73.92778,2.0,0.0,50
40.68195,-73.95328,2.0,1.0,165
40.72208,-73.97779,1.0,1.0,185
40.69389,-73.94317,3.0,0.0,90
40.70469,-73.93878,1.0,0.0,135
40.72103,-73.94798,1.0,1.0,300
40.76303,-73.99225,2.0,1.0,245
40.68081,-73.97865,1.0,0.0,65
40.69466,-73.96703,2.0,0.0,58
40.65972,-73.9937,1.0,0.0,75
40.69244,-73.94575,1.0,0.0,33
40.72403,-73.94306,1.0,0.0,60
40.8107,-73.95842,1.0,0.0,60
40.7171,-73.9573,1.0,1.0,100
40.74897,-73.98642,1.0,0.0,120
40.69644,-73.91995,1.0,0.0,78
40.6687,-73.93628,1.0,0.0,50
40.69178,-73.97345,1.0,1.0,145
40.72053,-73.98901,1.0,0.0,130
40.68387,-73.95373,2.0,1.0,150
40.7211,-73.97966,1.0,1.0,125
40.75235,-73.97077,1.0,0.0,175
40.76318,-73.99335,20.0,1.0,130
40.68598,-73.98004,1.0,1.0,250
40.83266,-73.9414,1.0,0.0,45
40.71725,-73.95541,1.0,0.0,155
40.77609,-73.98991,1.0,1.0,120
40.6861,-73.95161,1.0,0.0,40
40.55616,-74.16027,1.0,1.0,51
40.75535,-73.92609,1.0,1.0,100
40.71996,-73.99548,1.0,1.0,125
40.83176,-73.9298,1.0,1.0,115
40.82434,-73.94816,1.0,2.0,36
40.70722,-74.01023,327.0,1.0,230
40.71086,-74.00464,1.0,0.0,128
40.63347,-74.02739,1.0,1.0,60
40.72318,-73.94931,1.0,1.0,220
40.79631,-73.94772,1.0,0.0,79
40.71581,-73.99056,1.0,1.0,280
40.67144,-73.92496,1.0,1.0,90
40.74479,-73.97573,1.0,1.0,149
40.74047,-73.99508,1.0,1.0,215
40.7888,-73.94844,2.0,1.0,240
40.70115,-73.93931,4.0,2.0,35
40.82485,-73.93774,1.0,1.0,75
40.64277,-73.94715,2.0,0.0,49
40.76257,-73.95915,121.0,1.0,249
40.76172,-73.99428,1.0,1.0,195
40.74325,-73.99975,2.0,1.0,175
40.71454,-73.94965,1.0,1.0,300
40.71615,-73.94171,2.0,1.0,150
40.67686,-73.93159,1.0,0.0,45
40.78576,-73.97629,1.0,1.0,167
40.69102,-73.90525,6.0,2.0,40
40.7005,-73.91816,1.0,1.0,75
40.73713,-74.00358,1.0,1.0,225
40.79606,-73.94881,1.0,0.0,30
40.68308,-73.9912,1.0,1.0,175
40.76531,-73.91155,1.0,1.0,137
40.83856,-73.94186,1.0,0.0,109
40.71391,-73.97747,1.0,1.0,225
40.68641,-73.96124,1.0,0.0,48
40.76291,-73.99202,1.0,0.0,99
40.8033,-73.95771,1.0,0.0,50
40.74712,-73.89329,1.0,0.0,46
40.69497,-73.97209,1.0,0.0,50
40.66883,-73.98099,1.0,0.0,50
40.6765,-73.98205,1.0,1.0,100
40.73787,-73.95385,28.0,1.0,199
40.74393,-74.00444,1.0,1.0,190
40.71968,-73.98726,1.0,0.0,75
40.70788,-73.9426,1.0,0.0,50
40.80965,-73.94696,3.0,0.0,115
40.78497,-73.85754,1.0,0.0,45
40.66752,-73.98892,1.0,1.0,175
40.69267,-73.94395,2.0,0.0,79
40.80185,-73.94515,1.0,1.0,250
40.79325,-73.97237,1.0,1.0,325
40.64745,-73.94413,1.0,0.0,50
40.6791,-73.9096,2.0,0.0,85
40.6743,-73.87368,6.0,0.0,119
40.74669,-73.98749,1.0,1.0,180
40.61359,-73.95983,4.0,2.0,32
40.8278,-73.94891,1.0,1.0,97
40.74622,-73.97913,1.0,0.0,95
40.65629,-73.95177,1.0,0.0,36
40.80942,-73.93936,3.0,1.0,140
40.7042,-73.92719,1.0,1.0,147
40.80799,-73.94158,1.0,1.0,100
40.73932,-73.97764,1.0,1.0,140
40.7642,-73.86932,1.0,1.0,100
40.6883,-73.95644,1.0,1.0,92
40.72281,-73.97768,1.0,1.0,130
40.72786,-74.005,1.0,1.0,175
40.79224,-73.97408,1.0,1.0,250
40.81216,-73.94411,2.0,1.0,165
40.73182,-73.9845,1.0,0.0,195
40.79525,-73.94912,1.0,0.0,80
40.72176,-74.00448,1.0,1.0,107
40.84542,-73.93945,1.0,0.0,55
40.66339,-73.91671,3.0,0.0,50
40.71432,-73.95629,1.0,1.0,155
40.75989,-73.98832,1.0,1.0,70
40.71406,-73.94965,1.0,0.0,70
40.81065,-73.96312,2.0,0.0,85
40.78512,-73.94409,9.0,0.0,50
40.84099,-73.93694,3.0,0.0,73
40.75914,-73.9798,1.0,1.0,150
40.72426,-73.99535,1.0,1.0,275
40.67295,-73.95646,1.0,0.0,57
40.7137,-73.96674,1.0,0.0,95
40.80874,-73.94038,6.0,0.0,90
40.70529,-74.00653,1.0,0.0,293
40.75575,-73.99374,3.0,0.0,175
40.68293,-73.98979,2.0,0.0,95
40.77998,-73.98018,1.0,1.0,125
40.70767,-73.92307,3.0,0.0,49
40.68216,-73.93178,2.0,1.0,165
40.68383,-73.92226,1.0,1.0,130
40.66919,-73.95079,1.0,1.0,125
40.82224,-73.95402,7.0,1.0,150
40.68789,-73.9441,1.0,0.0,31
40.79088,-73.94597,2.0,0.0,100
40.78074,-73.97849,1.0,1.0,168
40.77281,-73.90295,8.0,0.0,60
40.68495,-73.97039,1.0,0.0,125
40.71447,-73.95108,1.0,1.0,140
40.76406,-73.98868,12.0,1.0,150
40.78929,-73.94178,1.0,2.0,70
40.74005,-74.00466,1.0,0.0,75
40.75749,-73.99657,1.0,1.0,180
40.79666,-73.97334,1.0,1.0,220
40.66941,-73.98109,1.0,1.0,220
40.72921,-74.00345,1.0,1.0,240
40.75573,-73.99228,1.0,1.0,175
40.69764,-73.93084,1.0,1.0,65
40.78004,-73.98314,1.0,1.0,210
40.58773,-73.81367,2.0,1.0,325
40.70051,-73.93909,1.0,1.0,125
40.78497,-73.95201,1.0,1.0,150
40.82645,-73.95235,2.0,0.0,86
40.78696,-73.97293,1.0,2.0,125
40.69955,-73.72247,1.0,1.0,180
40.76868,-73.95166,1.0,1.0,100
40.80249,-73.95622,1.0,0.0,55
40.66027,-73.95376,1.0,1.0,100
40.7348,-73.98312,2.0,0.0,189
40.70077,-73.90793,1.0,0.0,58
40.74928,-73.97453,327.0,1.0,262
40.71636,-73.96246,8.0,0.0,60
40.74885,-73.9526,7.0,1.0,150
