latitude,longitude,calculated_host_listings_count,room_type_factor,price
40.73772,-73.98025,1.0,1.0,175
40.69362,-73.95906,3.0,0.0,45
40.73862,-73.79184,3.0,0.0,55
40.60788,-73.97454,2.0,0.0,40
40.80397,-73.95615,2.0,0.0,45
40.6471,-74.0075,1.0,1.0,138
40.69369,-73.94214,2.0,0.0,60
40.76964,-73.91402,1.0,1.0,150
40.74157,-73.88389,1.0,0.0,65
40.68755,-73.91856,3.0,0.0,60
40.75509,-73.93703,10.0,1.0,299
40.77418,-73.98799,25.0,1.0,190
40.65496,-73.94405,1.0,0.0,125
40.67851,-73.93071,14.0,1.0,300
40.70126,-73.90231,1.0,0.0,90
40.68082,-73.91128,1.0,1.0,99
40.81889,-73.94224,2.0,1.0,180
40.81099,-73.95759,1.0,1.0,125
40.6964,-73.91898,1.0,0.0,10
40.69164,-73.99055,1.0,0.0,50
40.6841,-73.78203,4.0,0.0,50
40.82837,-73.94854,3.0,0.0,86
40.8031,-73.95654,1.0,0.0,79
40.69796,-73.98268,2.0,0.0,50
40.71033,-73.95868,1.0,0.0,59
40.73229,-74.004,1.0,0.0,130
40.60531,-74.08893,7.0,0.0,30
40.77233,-73.91251,5.0,0.0,50
40.70588,-74.0159,1.0,1.0,12
40.70773,-73.94144,1.0,1.0,115
40.6737,-73.95913,1.0,1.0,100
40.78119,-73.9468,1.0,1.0,200
40.66593,-73.9879,1.0,0.0,93
40.68643,-73.9976,2.0,1.0,125
40.72319,-73.99201,1.0,0.0,83
40.69585,-73.92585,1.0,0.0,50
40.74622,-73.92296,1.0,1.0,120
40.82961,-73.9474,6.0,0.0,80
40.71368,-73.76337,2.0,0.0,80
40.67179,-73.95363,1.0,1.0,125
40.69967,-73.92096,1.0,0.0,35
40.82071,-73.93813,8.0,0.0,45
40.74925,-73.91332,103.0,0.0,41
40.67782,-73.95386,4.0,0.0,75
40.67921,-73.93975,1.0,0.0,90
40.68775,-73.92581,1.0,1.0,115
40.74927,-74.00122,1.0,1.0,200
40.63832,-73.94908,3.0,0.0,75
40.79092,-73.97426,1.0,1.0,185
40.76452,-73.92536,1.0,2.0,35
40.67138,-73.97772,1.0,1.0,190
40.71954,-73.99067,1.0,0.0,58
40.80998,-73.95898,1.0,0.0,75
40.7602,-73.99868,3.0,1.0,304
40.73914,-73.87116,2.0,1.0,99
40.7258,-73.97963,2.0,1.0,330
40.66041,-73.91562,1.0,1.0,129
40.85557,-73.93641,1.0,1.0,99
40.72887,-73.98633,1.0,1.0,219
40.83256,-73.9444,1.0,1.0,96
40.72609,-73.90112,1.0,1.0,245
40.6813,-73.97449,1.0,1.0,179
40.72943,-74.00243,232.0,1.0,269
40.70708,-73.92343,1.0,1.0,102
40.6865,-73.97494,1.0,1.0,175
40.74506,-73.90602,103.0,0.0,56
40.71602,-73.99233,1.0,0.0,105
40.7948,-73.94835,3.0,0.0,108
40.78755,-73.95493,1.0,0.0,89
40.66135,-73.98841,1.0,1.0,185
40.75634,-73.99332,1.0,1.0,149
40.68205,-73.92833,1.0,1.0,200
40.80028,-73.9618,1.0,1.0,178
40.82725,-73.9453,1.0,1.0,68
40.76769,-73.95616,1.0,1.0,100
40.68398,-73.93464,1.0,1.0,139
40.69695,-73.95951,2.0,0.0,60
40.74263,-73.92476,1.0,1.0,85
40.69472,-73.92874,2.0,0.0,65
40.84492,-73.93673,1.0,0.0,60
40.80403,-73.96479,1.0,0.0,65
40.76966,-73.96688,1.0,1.0,239
40.69172,-73.94446,4.0,0.0,61
40.70789,-73.96755,1.0,1.0,180
40.79907,-73.96962,1.0,1.0,225
40.68634,-73.966,6.0,0.0,98
40.71353,-73.94339,2.0,0.0,75
40.64026,-73.95347,2.0,0.0,45
40.69044,-73.92636,2.0,0.0,50
40.641,-73.93467,2.0,1.0,98
40.67769,-73.95309,1.0,1.0,100
40.80731,-73.94516,6.0,0.0,53
40.72381,-73.9892,1.0,1.0,149
40.79596,-73.94958,1.0,1.0,124
40.76486,-73.98682,1.0,1.0,200
40.65671,-73.9622,1.0,0.0,45
40.7226,-73.97591,1.0,0.0,65
40.75147,-73.89071,1.0,0.0,75
40.66302,-73.9457,3.0,0.0,70
40.67133,-73.94526,1.0,1.0,128
40.72876,-73.98655,1.0,1.0,187
40.71601,-73.99123,1.0,1.0,90
40.74488,-73.98079,1.0,0.0,56
40.64028,-73.96095,3.0,0.0,100
40.80305,-73.9403,4.0,0.0,51
40.80143,-73.93803,1.0,0.0,50
40.667,-73.99233,1.0,1.0,100
40.77349,-73.95225,15.0,1.0,99
40.76697,-73.98176,4.0,1.0,105
40.76089,-74.0003,1.0,1.0,200
40.69222,-73.91971,3.0,1.0,200
40.61778,-74.02736,1.0,0.0,70
40.68083,-73.94445,2.0,0.0,36
40.77017,-73.95365,1.0,1.0,200
40.63915,-73.95451,1.0,1.0,90
40.69046,-73.9586,4.0,0.0,60
40.67807,-73.8486,4.0,0.0,65
40.76157,-73.99278,1.0,1.0,150
40.74673,-73.98191,1.0,1.0,300
40.71527,-73.95946,1.0,1.0,250
40.713,-73.98986,1.0,1.0,115
40.72405,-73.9845,2.0,1.0,187
40.67958,-73.96956,1.0,0.0,70
40.72693,-73.98374,2.0,0.0,100
40.76043,-73.995,1.0,0.0,110
40.7069,-74.00606,1.0,1.0,195
40.69305,-73.93185,1.0,1.0,175
40.73376,-73.95443,1.0,0.0,40
40.71671,-73.94989,1.0,1.0,200
40.71851,-73.98892,1.0,1.0,285
40.65603,-73.9516,2.0,1.0,150
40.70973,-73.95301,1.0,1.0,140
40.71818,-73.9935,1.0,1.0,249
40.78825,-73.94861,2.0,0.0,52
40.74686,-73.97981,1.0,1.0,200
40.80902,-73.94186,1.0,1.0,175
40.76364,-73.99506,1.0,1.0,90
40.70218,-73.92046,2.0,0.0,40
40.75566,-73.91742,1.0,1.0,85
40.67419,-73.96423,1.0,0.0,149
40.74583,-73.97834,1.0,1.0,160
40.71171,-73.99077,2.0,1.0,125
40.71138,-74.00834,1.0,1.0,160
40.60367,-74.0695,1.0,1.0,200
40.66832,-73.97662,1.0,1.0,180
40.74604,-73.98555,1.0,1.0,120
40.73348,-73.98562,1.0,1.0,199
40.68499,-73.93918,1.0,1.0,103
40.76093,-73.98327,1.0,0.0,302
40.72543,-73.99129,1.0,1.0,215
40.70831,-73.92095,1.0,1.0,115
40.75876,-73.96153,1.0,1.0,162
40.67619,-73.97726,2.0,1.0,276
40.84308,-73.90652,2.0,0.0,67
40.78818,-73.97057,3.0,1.0,113
40.69409,-73.94815,1.0,0.0,75
40.71447,-73.95237,2.0,0.0,64
40.64792,-73.97647,1.0,1.0,110
40.6692,-73.94739,1.0,1.0,100
40.82537,-73.94392,2.0,0.0,85
40.70833,-73.9564,1.0,1.0,86
40.65349,-73.95527,1.0,1.0,99
40.6746,-73.94549,1.0,0.0,45
40.72311,-73.98389,1.0,1.0,180
40.70782,-74.01066,327.0,1.0,229
40.69745,-73.92887,1.0,0.0,76
40.69316,-73.96773,1.0,0.0,69
40.73442,-74.00303,1.0,1.0,115
40.72087,-73.97952,1.0,0.0,119
40.7152,-73.99947,1.0,1.0,159
40.74438,-73.97365,1.0,1.0,249
40.70383,-73.92853,1.0,0.0,40
40.76027,-73.99682,10.0,0.0,209
40.67162,-73.77919,4.0,0.0,65
40.74818,-73.98247,1.0,1.0,299
40.7127,-73.98854,1.0,0.0,75
40.73598,-73.99903,1.0,1.0,200
40.66897,-73.92848,1.0,0.0,130
40.71655,-73.96416,2.0,2.0,115
40.60664,-73.95402,1.0,0.0,40
40.75004,-73.97089,10.0,1.0,115
40.66042,-73.96234,2.0,0.0,160
40.72287,-73.99593,3.0,1.0,265
40.66512,-73.99084,1.0,0.0,60
40.69373,-73.95041,3.0,0.0,65
40.80143,-73.91353,3.0,1.0,115
40.67961,-73.96325,1.0,1.0,190
40.8358,-73.85833,2.0,2.0,65
40.64004,-73.9664,1.0,0.0,40
40.76304,-73.99166,1.0,1.0,155
40.74921,-73.98445,1.0,1.0,185
40.7126,-73.94668,1.0,1.0,255
40.69366,-73.92281,2.0,1.0,89
40.69584,-73.84727,4.0,0.0,40
40.78484,-73.97862,1.0,0.0,120
40.72749,-73.98994,1.0,1.0,250
40.82834,-73.94298,1.0,1.0,75
40.76204,-73.99143,1.0,1.0,175
40.73304,-73.95125,1.0,0.0,75
40.73218,-73.89633,1.0,0.0,50
40.64979,-73.93299,3.0,0.0,28
40.83091,-73.94223,1.0,1.0,135
40.70941,-73.94556,1.0,0.0,50
40.57755,-73.96667,1.0,1.0,210
40.70817,-74.00511,1.0,0.0,100
40.70439,-73.92546,2.0,0.0,54
40.72811,-73.99893,1.0,0.0,90
40.7289,-73.98865,1.0,0.0,53
40.71019,-73.95684,1.0,1.0,125
40.68524,-73.9607,1.0,1.0,150
40.77406,-73.98252,2.0,1.0,150
40.83499,-73.91003,1.0,0.0,75
40.66516,-73.9794,1.0,0.0,72
40.77214,-73.89169,4.0,0.0,52
40.70987,-73.95392,1.0,0.0,95
40.68181,-73.91811,1.0,1.0,115
40.78378,-73.95606,2.0,1.0,105
40.71546,-73.87854,5.0,1.0,265
40.76267,-73.9261,1.0,1.0,210
40.79055,-73.94867,1.0,0.0,85
40.74839,-73.88818,4.0,0.0,60
40.74526,-74.00605,1.0,1.0,269
40.71769,-73.95275,1.0,0.0,95
40.72042,-73.99844,1.0,0.0,105
40.71801,-73.95573,1.0,1.0,190
40.75068,-73.87739,1.0,0.0,80
40.69501,-73.92296,5.0,0.0,40
40.6963,-73.90874,2.0,0.0,85
40.72005,-73.95677,1.0,0.0,75
40.66783,-73.93042,1.0,1.0,100
40.68096,-73.92512,1.0,1.0,80
40.68006,-73.97759,1.0,0.0,105
40.71391,-73.99162,4.0,0.0,60
40.76201,-73.99755,121.0,1.0,239
40.67147,-73.95181,1.0,0.0,48
40.77625,-73.95208,1.0,1.0,125
40.8009,-73.94333,2.0,0.0,60
40.68768,-73.97611,2.0,0.0,85
40.69971,-73.93068,2.0,1.0,198
40.70513,-73.93063,1.0,0.0,60
40.71414,-73.96334,1.0,1.0,180
40.74267,-73.99915,1.0,1.0,195
40.70509,-73.93322,1.0,0.0,45
40.71523,-74.0079,1.0,1.0,250
40.76883,-73.95353,1.0,1.0,150
40.74117,-73.99951,1.0,1.0,300
40.69087,-73.90917,1.0,1.0,122
40.80348,-73.96579,1.0,0.0,80
40.77253,-73.91476,1.0,0.0,80
40.68709,-73.85982,2.0,0.0,55
40.68647,-73.97531,1.0,1.0,130
40.80546,-73.94601,1.0,1.0,92
40.7195,-73.95256,1.0,0.0,75
40.78707,-73.95121,1.0,1.0,145
40.6848,-73.93471,2.0,0.0,110
40.76428,-73.83225,1.0,0.0,59
40.72224,-74.00356,1.0,1.0,150
40.67154,-73.87913,1.0,0.0,65
40.79022,-73.9471,1.0,0.0,100
40.73581,-74.00684,1.0,1.0,150
40.70232,-73.92935,1.0,0.0,60
40.74399,-73.97204,23.0,1.0,200
40.65887,-73.9198,1.0,1.0,250
40.6984,-73.91476,1.0,0.0,55
40.70105,-73.93954,5.0,0.0,80
40.78142,-73.98418,2.0,0.0,87
40.75216,-73.96912,2.0,1.0,159
40.72714,-73.95088,1.0,1.0,200
40.69006,-73.86917,2.0,1.0,34
40.77203,-73.95344,3.0,2.0,75
40.73836,-74.00128,1.0,1.0,130
40.8105,-73.92507,2.0,0.0,55
40.6845,-73.99024,2.0,1.0,175
40.66753,-73.97747,1.0,0.0,300
40.6455,-73.95975,1.0,0.0,70
40.65604,-73.94221,43.0,0.0,45
40.76555,-73.98029,1.0,1.0,150
40.70358,-73.91515,1.0,0.0,40
40.70015,-73.93951,1.0,2.0,85
40.74679,-74.00263,2.0,0.0,115
40.73303,-73.95153,1.0,0.0,73
40.86265,-73.89263,8.0,1.0,178
40.72356,-73.83982,3.0,0.0,125
40.69927,-73.91316,2.0,0.0,42
40.83554,-73.93849,1.0,0.0,80
40.68552,-73.93581,1.0,1.0,110
40.71572,-73.99114,1.0,1.0,299
40.73203,-73.95126,1.0,1.0,95
40.82158,-73.9533,2.0,0.0,65
40.71116,-73.81514,1.0,1.0,75
40.82148,-73.9366,2.0,0.0,69
40.75122,-73.87977,1.0,1.0,195
40.6986,-73.99322,1.0,1.0,230
40.72169,-73.9965,1.0,1.0,325
40.76894,-73.91193,5.0,1.0,76
40.71867,-73.99082,1.0,1.0,150
40.79651,-73.93184,1.0,0.0,60
40.70816,-73.94244,1.0,0.0,103
40.76875,-73.95723,16.0,1.0,150
40.74893,-73.97037,1.0,1.0,175
40.74957,-73.97683,50.0,1.0,111
40.67723,-73.95133,1.0,1.0,95
40.8336,-73.94088,1.0,0.0,55
40.68566,-73.96022,1.0,1.0,189
40.68506,-73.94164,1.0,1.0,80
40.71703,-73.99538,1.0,0.0,120
40.69986,-73.92095,1.0,1.0,105
40.68416,-73.9551,2.0,1.0,160
40.74658,-73.98298,96.0,1.0,279
40.77244,-73.80061,3.0,0.0,40
40.803,-73.95278,1.0,0.0,125
40.70862,-73.94651,1.0,0.0,80
40.67473,-73.91424,3.0,2.0,29
40.76055,-73.98362,7.0,0.0,100
40.78714,-73.94114,1.0,0.0,65
40.81639,-73.94085,1.0,1.0,115
40.72891,-73.95618,1.0,0.0,150
40.81548,-73.94556,3.0,0.0,135
40.76205,-73.982,4.0,1.0,165
40.79485,-73.94868,1.0,1.0,165
40.64498,-73.98191,1.0,0.0,46
40.71686,-73.95638,1.0,0.0,79
40.76222,-73.99889,121.0,1.0,239
40.60554,-74.01044,2.0,0.0,33
40.81699,-73.94254,1.0,0.0,45
40.74977,-73.99647,12.0,0.0,85
40.69021,-73.91019,1.0,0.0,80
40.66337,-73.89806,1.0,0.0,50
40.78306,-73.94581,1.0,1.0,115
40.67763,-73.99628,2.0,0.0,125
40.78576,-73.94211,1.0,0.0,50
40.70352,-73.93798,1.0,0.0,38
40.72178,-73.98212,1.0,1.0,250
40.79939,-73.96875,1.0,1.0,145
40.73274,-73.95505,2.0,0.0,57
40.77568,-73.95405,1.0,1.0,170
40.76449,-73.99107,9.0,2.0,60
40.7111,-73.9487,1.0,1.0,175
40.69401,-73.94785,3.0,1.0,96
40.76599,-73.9826,2.0,1.0,175
40.85261,-73.94203,1.0,1.0,150
40.74116,-73.99523,1.0,1.0,200
40.66018,-73.98074,1.0,1.0,130
40.7234,-73.98267,4.0,0.0,62
40.6675,-73.75245,1.0,1.0,185
40.59101,-74.06685,4.0,0.0,50
40.71297,-73.94336,1.0,0.0,75
40.78091,-73.95384,1.0,1.0,175
40.70797,-74.01693,1.0,1.0,225
40.81566,-73.94174,2.0,0.0,45
40.73136,-73.95276,2.0,0.0,140
40.76969,-73.92197,1.0,1.0,170
40.7042,-73.91693,1.0,0.0,39
40.73477,-73.87858,103.0,0.0,41
40.76107,-73.86664,1.0,1.0,175
40.71662,-73.95993,1.0,1.0,50
40.69413,-73.96389,3.0,0.0,89
40.7034,-73.9296,1.0,0.0,50
40.72295,-73.98487,1.0,0.0,95
40.67718,-73.99493,5.0,1.0,250
40.68385,-73.99278,1.0,1.0,225
40.76845,-73.9832,1.0,0.0,112
40.64024,-74.01573,8.0,0.0,54
40.73257,-73.98234,1.0,0.0,65
40.76355,-73.98102,1.0,1.0,249
40.80529,-73.96467,1.0,1.0,125
40.73726,-73.8632,2.0,0.0,35
40.76227,-73.99807,121.0,1.0,199
40.67593,-73.95885,1.0,1.0,94
40.67198,-73.93011,1.0,1.0,95
40.67959,-73.96736,1.0,1.0,195
40.72232,-73.98686,1.0,1.0,104
40.71532,-73.93951,1.0,1.0,115
40.69255,-73.93915,2.0,0.0,45
40.68236,-73.90765,2.0,0.0,45
40.73936,-73.99352,1.0,1.0,200
40.76196,-73.99194,1.0,0.0,70
40.7882,-73.94762,1.0,0.0,50
40.77345,-73.98774,1.0,0.0,89
40.67545,-73.98234,1.0,1.0,175
40.82954,-73.94436,1.0,0.0,45
40.68091,-73.9766,1.0,1.0,100
40.82199,-73.95632,1.0,1.0,120
40.75551,-73.99236,1.0,1.0,300
40.67138,-73.77238,1.0,1.0,90
40.72712,-73.8308,1.0,1.0,105
40.75636,-73.99675,30.0,0.0,199
40.73524,-73.98812,1.0,1.0,86
40.6679,-73.98703,1.0,1.0,189
40.77556,-73.90866,1.0,0.0,60
40.82197,-73.94948,1.0,1.0,250
40.69116,-73.96538,1.0,1.0,170
40.69616,-73.96198,11.0,0.0,95
40.83887,-73.88805,3.0,0.0,42
40.65458,-73.95677,1.0,1.0,80
40.69117,-73.95876,1.0,0.0,63
40.7487,-73.97842,1.0,0.0,40
40.70933,-73.95577,1.0,0.0,56
40.79879,-73.94202,2.0,0.0,85
40.75547,-73.96248,14.0,1.0,300
40.76191,-73.99199,1.0,0.0,75
40.7398,-73.98163,1.0,1.0,175
40.76371,-73.91784,1.0,0.0,36
40.72667,-74.00179,1.0,1.0,164
40.5767,-73.96,2.0,0.0,45
40.71058,-73.9672,1.0,0.0,80
40.78217,-73.94844,1.0,1.0,150
40.74161,-73.99435,10.0,1.0,250
40.72537,-73.94076,52.0,1.0,149
40.76186,-73.99608,4.0,1.0,300
40.66954,-73.89575,13.0,0.0,35
40.66634,-73.97806,1.0,1.0,165
40.71937,-73.94556,2.0,0.0,35
40.81344,-73.93454,1.0,0.0,100
40.74075,-73.99567,1.0,1.0,155
40.71605,-73.85854,2.0,0.0,66
40.78748,-73.98023,1.0,1.0,150
40.64449,-73.97238,2.0,0.0,50
40.70731,-74.01056,327.0,1.0,214
40.74112,-73.99483,232.0,1.0,285
40.80321,-73.9521,1.0,0.0,85
40.74438,-74.00178,1.0,1.0,150
40.86578,-73.86534,5.0,1.0,250
40.72116,-73.99124,7.0,1.0,250
40.67352,-73.95633,3.0,1.0,80
40.63652,-73.89856,3.0,0.0,49
40.74633,-73.99201,33.0,1.0,300
40.68003,-73.91701,2.0,0.0,50
40.70414,-73.74418,1.0,0.0,35
40.67599,-73.93995,5.0,0.0,77
40.68692,-73.94699,1.0,1.0,99
40.72184,-73.99452,1.0,0.0,20
40.80885,-73.95022,2.0,0.0,98
40.71396,-73.99151,2.0,0.0,95
40.76805,-73.95424,1.0,0.0,90
40.61608,-73.99056,4.0,0.0,79
40.72348,-73.99095,1.0,0.0,250
40.62586,-73.98079,1.0,1.0,70
40.76413,-73.96227,1.0,1.0,175
40.72847,-73.98807,1.0,1.0,150
40.74626,-73.98682,6.0,0.0,75
40.72918,-73.99889,2.0,0.0,100
40.82188,-73.95391,2.0,0.0,70
40.76695,-73.99103,1.0,0.0,69
40.70813,-73.94707,1.0,0.0,55
40.69754,-73.99298,1.0,1.0,270
40.74566,-73.98126,1.0,1.0,248
40.74281,-73.95044,1.0,0.0,76
40.71742,-73.95511,1.0,1.0,199
40.68443,-73.93456,1.0,1.0,209
40.71665,-73.96269,1.0,0.0,45
40.74491,-73.90824,103.0,0.0,40
40.71172,-73.93973,1.0,0.0,60
40.72983,-73.95808,1.0,1.0,180
40.66588,-73.95677,1.0,1.0,140
40.71863,-73.9498,2.0,0.0,100
40.82443,-73.94154,1.0,0.0,100
40.66921,-73.92624,1.0,0.0,68
40.73045,-73.98541,1.0,1.0,150
40.64697,-73.99885,3.0,0.0,50
40.76039,-73.96504,1.0,1.0,139
40.66555,-73.95613,1.0,0.0,80
40.70694,-74.007,1.0,1.0,250
40.6903,-73.96764,2.0,1.0,150
40.74467,-73.8726,103.0,0.0,26
40.69319,-73.95473,2.0,0.0,60
40.77359,-73.9251,1.0,0.0,60
40.83559,-73.94095,1.0,0.0,60
40.67221,-73.95584,1.0,0.0,50
40.80797,-73.94243,1.0,1.0,205
40.68064,-73.9463,1.0,0.0,187
40.64543,-73.96456,1.0,0.0,70
40.68961,-73.9232,1.0,0.0,55
40.72617,-74.00141,1.0,1.0,245
40.6906,-73.94986,1.0,0.0,45
40.72807,-73.86872,4.0,0.0,50
40.74044,-74.00326,1.0,1.0,225
40.82268,-73.953,4.0,0.0,54
40.74673,-73.98499,1.0,1.0,250
40.74681,-74.00006,2.0,0.0,110
40.76406,-73.87312,5.0,0.0,35
40.65292,-73.95677,1.0,2.0,25
40.7221,-74.00464,1.0,0.0,125
40.82024,-73.93799,8.0,0.0,52
40.71729,-73.98442,1.0,1.0,189
40.71091,-73.96029,1.0,0.0,66
40.70844,-73.90905,2.0,1.0,120
40.72379,-73.98826,1.0,1.0,145
40.66736,-73.98546,1.0,0.0,48
40.72669,-73.98792,1.0,1.0,150
40.76433,-73.993,3.0,1.0,300
40.83285,-73.92158,1.0,0.0,45
40.70665,-74.01503,1.0,1.0,175
40.76097,-74.00026,1.0,1.0,135
40.69117,-73.97421,1.0,1.0,215
40.67287,-73.9105,2.0,0.0,50
40.75325,-73.93538,2.0,1.0,135
40.67747,-73.95086,1.0,1.0,250
40.67918,-73.95318,1.0,0.0,125
40.72745,-74.0027,1.0,1.0,190
40.76136,-73.99361,91.0,1.0,125
40.7473,-73.97603,327.0,1.0,194
40.6953,-73.95832,1.0,0.0,75
40.78525,-73.94178,1.0,0.0,65
40.64476,-73.96473,7.0,2.0,28
40.83736,-73.92318,1.0,0.0,22
40.7443,-73.99056,2.0,1.0,225
40.63432,-74.02663,1.0,1.0,119
40.73279,-74.00322,1.0,1.0,160
40.89279,-73.89946,1.0,1.0,135
40.80604,-73.94233,2.0,0.0,85
40.65035,-74.00974,1.0,0.0,75
40.82598,-73.85203,1.0,0.0,90
40.80819,-73.94315,1.0,1.0,120
40.75611,-73.99387,1.0,1.0,180
40.74807,-73.9028,1.0,1.0,79
40.80849,-73.9446,1.0,1.0,131
40.69544,-73.93221,1.0,1.0,68
40.69516,-73.93462,1.0,1.0,125
40.69934,-73.92265,2.0,0.0,50
40.69701,-73.97524,2.0,0.0,75
40.77418,-73.91889,1.0,1.0,75
40.74229,-73.98165,1.0,1.0,150
40.71095,-73.95239,1.0,0.0,125
40.66392,-73.95994,1.0,1.0,110
40.63814,-74.01288,4.0,0.0,58
40.74314,-73.92389,1.0,1.0,78
40.74444,-73.83281,6.0,0.0,80
40.65015,-74.01084,1.0,1.0,300
40.73138,-73.99976,1.0,0.0,125
40.76616,-73.91332,1.0,1.0,90
40.71606,-73.94367,1.0,1.0,250
40.81005,-73.9572,1.0,1.0,105
40.78718,-73.97521,1.0,1.0,150
40.73002,-73.99804,1.0,1.0,175
40.76907,-73.98814,1.0,0.0,99
40.69181,-73.95453,1.0,0.0,72
40.6777,-73.94251,3.0,0.0,48
40.69695,-73.92268,1.0,0.0,37
40.6392,-73.94732,7.0,0.0,32
40.63803,-73.94894,1.0,1.0,97
40.65345,-73.94881,1.0,0.0,43
40.74549,-73.99473,2.0,0.0,84
40.77519,-73.95688,1.0,1.0,150
40.69353,-73.94375,1.0,0.0,50
40.76777,-73.87733,1.0,1.0,76
40.63522,-74.00596,10.0,2.0,35
40.70763,-74.00671,1.0,1.0,110
40.82764,-73.93842,1.0,1.0,165
40.71489,-73.98511,3.0,1.0,165
40.7372,-73.95299,1.0,0.0,115
40.71208,-73.9941,3.0,0.0,93
40.63693,-73.92242,1.0,1.0,105
40.71368,-73.94236,3.0,0.0,89
40.69161,-73.90563,1.0,0.0,70
40.72402,-73.95025,1.0,1.0,190
40.68965,-73.97169,1.0,1.0,220
40.71044,-73.9583,2.0,0.0,65
40.69342,-73.8684,6.0,0.0,55
40.71536,-73.93662,2.0,0.0,80
40.70383,-73.73416,1.0,0.0,120
40.72437,-73.81523,1.0,1.0,95
40.76708,-73.98912,3.0,0.0,99
40.78933,-73.94932,4.0,0.0,60
40.65642,-73.96085,1.0,0.0,53
40.79622,-73.94825,2.0,0.0,160
40.66076,-73.98475,1.0,1.0,125
40.72046,-73.9955,1.0,1.0,215
40.70378,-73.94306,1.0,1.0,92
40.73526,-74.00476,1.0,1.0,319
40.67904,-73.967,1.0,1.0,165
40.78319,-73.97762,1.0,0.0,85
40.70523,-73.94072,4.0,0.0,100
40.66225,-73.94126,5.0,0.0,74
40.67307,-73.93917,2.0,1.0,88
40.7121,-73.96101,1.0,1.0,145
40.65436,-73.96179,1.0,0.0,58
40.72449,-73.95149,1.0,0.0,70
40.64961,-73.97465,1.0,1.0,198
40.77569,-73.95202,1.0,1.0,140
40.72727,-73.99322,1.0,1.0,180
40.80017,-73.96882,1.0,1.0,115
40.76856,-73.91828,1.0,1.0,70
40.86335,-73.92822,1.0,1.0,90
40.71912,-73.9863,2.0,1.0,180
40.70722,-74.00482,327.0,1.0,117
40.71813,-73.95758,1.0,1.0,295
40.70184,-73.93317,2.0,0.0,40
40.70445,-73.94491,1.0,0.0,75
40.71994,-73.98184,1.0,0.0,150
40.73625,-73.95444,1.0,0.0,70
40.71512,-73.94978,1.0,1.0,102
40.71673,-73.90009,1.0,0.0,140
40.65351,-73.94999,1.0,0.0,40
40.69872,-73.99338,1.0,0.0,75
40.70969,-73.9592,2.0,1.0,95
40.80934,-73.95072,4.0,0.0,59
40.68574,-73.99421,1.0,1.0,250
40.74457,-73.90474,1.0,0.0,80
40.8096,-73.94099,1.0,0.0,90
40.6753,-73.96768,1.0,1.0,95
40.70971,-73.9639,1.0,1.0,200
40.68615,-73.9141,26.0,0.0,36
40.69411,-73.94086,4.0,0.0,50
40.68574,-73.97045,1.0,1.0,185
40.68537,-73.9329,1.0,1.0,75
40.71875,-73.94935,1.0,1.0,245
40.67002,-73.99158,1.0,1.0,140
40.81968,-73.9436,1.0,0.0,90
40.68076,-73.93996,1.0,1.0,113
40.71692,-73.94132,1.0,1.0,225
40.70351,-73.93092,1.0,0.0,75
40.67589,-73.95525,1.0,0.0,41
40.63556,-74.07623,1.0,1.0,150
40.81509,-73.96019,1.0,1.0,120
40.65841,-73.99664,1.0,1.0,135
40.65846,-73.9489,1.0,1.0,50
40.75045,-73.98456,1.0,1.0,200
40.71952,-73.94165,1.0,0.0,70
40.72561,-73.97622,2.0,0.0,175
40.76853,-73.96407,1.0,0.0,79
40.69783,-73.85221,1.0,0.0,70
40.72601,-73.95502,1.0,0.0,55
40.69665,-73.85114,1.0,1.0,50
40.69087,-73.92952,1.0,0.0,125
40.71411,-73.95771,1.0,1.0,150
40.69809,-73.93435,1.0,0.0,75
40.68418,-73.98373,2.0,1.0,250
40.71062,-74.01537,1.0,0.0,110
40.82731,-73.91632,1.0,0.0,100
40.69386,-73.91897,1.0,0.0,39
40.76856,-73.95367,1.0,1.0,150
40.77182,-73.92867,18.0,0.0,38
40.70599,-74.01201,327.0,1.0,228
40.71223,-73.96025,1.0,1.0,150
40.74525,-73.87627,2.0,0.0,85
40.73708,-73.98826,1.0,1.0,180
40.73942,-74.00009,2.0,2.0,50
40.7789,-73.95554,1.0,1.0,199
40.58804,-73.95674,1.0,1.0,120
40.71754,-73.83367,1.0,1.0,150
40.76963,-73.93041,1.0,1.0,115
40.68895,-73.92146,1.0,0.0,35
40.69862,-73.92849,1.0,0.0,60
40.71372,-73.96232,2.0,1.0,120
40.80581,-73.95,2.0,0.0,69
40.69207,-73.97407,1.0,0.0,70
40.68146,-73.94757,1.0,1.0,45
40.77543,-73.95499,1.0,1.0,230
40.72908,-73.97901,1.0,1.0,225
40.6915,-73.92881,2.0,1.0,120
40.70642,-74.01255,327.0,1.0,230
40.70914,-73.90737,1.0,1.0,45
40.63895,-73.90868,2.0,0.0,50
40.76188,-73.91766,2.0,0.0,55
40.72721,-73.98411,1.0,1.0,200
40.64946,-73.96041,3.0,2.0,25
40.74534,-73.98108,1.0,1.0,250
40.72714,-73.98668,1.0,1.0,316
40.76353,-73.98839,3.0,2.0,69
40.82451,-73.94457,3.0,0.0,75
40.69058,-73.91303,1.0,0.0,60
40.71325,-73.99009,1.0,0.0,160
40.79244,-73.94028,6.0,0.0,80
40.68048,-73.8125,2.0,1.0,72
40.74407,-73.82645,4.0,0.0,75
